Item Name,Item Level,Role,Tier,Slot / Type,Health Regen,Stam Regen,Healing,Haste,Hit,Penetration,Positional,1H Dmg,2H Dmg,Rng Dmg,Damage %,DiceMod,PDR,MDR,CDR,EDR,PDBR,MDBR,CDBR,EDBR,Combat Mov.,MoveD Resist,Avoid,Resilience,Stun Resist,Daze Resist,Conf Resist,Threat,Block,Block Value,Parry,Riposte,Duration (min),Other Stats,Source (Mob/Quest/Crafted),Set,Notes,Craft Skill,Signature,Recipe Name,Bad Combo,Comp 1,Comp 1 Level,Comp 2,Comp 2 Level,Flux Quality,Flux Level
Outlands Iron Dazzling Topaz Necklace,40,Any,5 Mythic,Necklace,24,16,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:35/Iron@35:35,Imb. Topaz Necklace,,20/Topaz,40,35/Iron,35,Rad,35
Outlands Iron Dazzling Topaz Necklace,40,Any,5 Mythic,Necklace,24,16,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:35/Iron@35:45,Imb. Topaz Necklace,,20/Topaz,40,35/Iron,35,Rad,45
Apex Iron Dazzling Topaz Necklace,50,Any,5 Mythic,Necklace,24,20,8,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:35/Iron@50:45,Imb. Topaz Necklace,,20/Topaz,40,35/Iron,50,Rad,45
Apex Iron Dazzling Topaz Necklace,50,Any,5 Mythic,Necklace,24,24,8,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:35/Iron@50:50,Imb. Topaz Necklace,,20/Topaz,40,35/Iron,50,Rad,50
Northern Cobalt Dazzling Topaz Necklace,40,Any,5 Mythic,Necklace,24,8,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:40/Cobalt@40:35,Imb. Topaz Necklace,,20/Topaz,40,40/Cobalt,40,Rad,35
Northern Cobalt Dazzling Topaz Necklace,40,Any,5 Mythic,Necklace,24,8,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:40/Cobalt@40:45,Imb. Topaz Necklace,,20/Topaz,40,40/Cobalt,40,Rad,45
Apex Dezokhite Dazzling Topaz Necklace,50,Any,5 Mythic,Necklace,24,8,8,8,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:50/Dezokhite@50:45,Imb. Topaz Necklace,,20/Topaz,40,50/Dezokhite,50,Rad,45
Apex Dezokhite Dazzling Topaz Necklace,50,Any,5 Mythic,Necklace,24,8,8,12,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,Crafted,,,Tinkerer,20/Topaz@40:50/Dezokhite@50:50,Imb. Topaz Necklace,,20/Topaz,40,50/Dezokhite,50,Rad,50
Highlands Copper Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@20:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,20,Rad,05
Highlands Copper Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@20:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,20,Rad,15
Highlands Copper Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@20:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,20,Rad,25
Highlands Copper Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,16,,,4,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@20:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,20,Rad,35
Northern Copper Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,20,,,4,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@40:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,40,Rad,05
Northern Copper Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@40:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,40,Rad,15
Northern Copper Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@40:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,40,Rad,25
Northern Copper Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@40:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,40,Rad,35
Northern Copper DazzlBrillianting Cassiterite Necklace,40,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:01/Copper@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,30,01/Copper,40,Rad,45
Outlands Tin Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:10/Tin@30:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,10/Tin,30,Rad,05
Outlands Tin Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,4,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:10/Tin@30:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,10/Tin,30,Rad,15
Outlands Tin Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:10/Tin@30:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,10/Tin,30,Rad,25
Outlands Tin Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,,,,,,,,,,,,,,,,,,,,,,,4,8,20,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:10/Tin@30:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,10/Tin,30,Rad,35
Highlands Zink Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@20:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,20,Rad,05
Highlands Zink Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@20:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,20,Rad,15
Highlands Zink Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@20:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,20,Rad,25
Highlands Zink Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@20:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,20,Rad,35
Northern Zink Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@40:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,40,Rad,05
Northern Zink Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@40:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,40,Rad,15
Northern Zink Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@40:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,40,Rad,25
Northern Zink Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,8,,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@40:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,40,Rad,35
Northern Zink Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,8,,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:20/Zink@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,30,20/Zink,40,Rad,45
Highlands Silver Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@25:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,25,Rad,05
Highlands Silver Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@25:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,25,Rad,15
Highlands Silver Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@25:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,25,Rad,25
Highlands Silver Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,16,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@25:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,25,Rad,35
Northern Silver Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@45:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,45,Rad,05
Northern Silver Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,,4,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@45:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,45,Rad,15
Northern Silver Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,,16,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@45:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,45,Rad,35
Northern Silver Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,,20,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:25/Silver@45:45,Imb. Cassiterite Necklace,,30/Cassiterite,30,25/Silver,45,Rad,45
Outlands Gold Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,4,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:30/Gold@30:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,30/Gold,30,Rad,05
Outlands Gold Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,4,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:30/Gold@30:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,30/Gold,30,Rad,15
Outlands Gold Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,4,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:30/Gold@30:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,30/Gold,30,Rad,25
Outlands Gold Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,20,,4,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:30/Gold@30:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,30/Gold,30,Rad,35
Outlands Iron Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,4,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:35/Iron@35:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,35/Iron,35,Rad,05
Outlands Iron Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,8,,,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:35/Iron@35:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,35/Iron,35,Rad,15
Outlands Iron Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,8,,,,,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:35/Iron@35:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,35/Iron,35,Rad,25
Outlands Iron Brilliant Cassiterite Necklace,30,Any,5 Mythic,Necklace,,12,,,,,,,,,,,,,,,,,,,,,,,,16,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:35/Iron@35:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,35/Iron,35,Rad,35
Northern Cobalt Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:40/Cobalt@40:05,Imb. Cassiterite Necklace,,30/Cassiterite,30,40/Cobalt,40,Rad,05
Northern Cobalt Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,,4,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:40/Cobalt@40:15,Imb. Cassiterite Necklace,,30/Cassiterite,30,40/Cobalt,40,Rad,15
Northern Cobalt Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:40/Cobalt@40:25,Imb. Cassiterite Necklace,,30/Cassiterite,30,40/Cobalt,40,Rad,25
Northern Cobalt Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,8,8,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:40/Cobalt@40:35,Imb. Cassiterite Necklace,,30/Cassiterite,30,40/Cobalt,40,Rad,35
Northern Cobalt Brilliant Cassiterite Necklace,40,Any,5 Mythic,Necklace,,,8,8,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@30:40/Cobalt@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,30,40/Cobalt,40,Rad,45
Northern Copper Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:01/Copper@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,01/Copper,40,Rad,45
Northern Copper Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,24,,,4,,,,,,,,,,,,,,,,,,,,,,12,24,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:01/Copper@40:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,01/Copper,40,Rad,50
Apex Tin Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,12,28,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:10/Tin@50:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,10/Tin,50,Rad,45
Apex Tin Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,32,,,,,,,,,,,,,,,,,,,,,,,,8,12,30,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:10/Tin@50:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,10/Tin,50,Rad,50
Northern Zink Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,8,,,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:20/Zink@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,20/Zink,40,Rad,45
Northern Zink Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,8,,,,,,,,,,,,,,,,,,,,,,,12,24,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:20/Zink@40:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,20/Zink,40,Rad,50
Northern Silver Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:25/Silver@45:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,25/Silver,45,Rad,45
Northern Silver Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:25/Silver@45:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,25/Silver,45,Rad,50
Apex Gold Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,32,,8,,,,,,,,,,,,,,,,,,,,4,,,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:30/Gold@50:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,30/Gold,50,Rad,45
Apex Gold Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,32,,8,,,,,,,,,,,,,,,,,,,,4,,,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:30/Gold@50:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,30/Gold,50,Rad,50
Outlands Iron Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,12,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:35/Iron@35:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,35/Iron,35,Rad,45
Outlands Iron Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,12,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:35/Iron@35:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,35/Iron,35,Rad,50
Apex Iron Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,16,,,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:35/Iron@50:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,35/Iron,50,Rad,45
Apex Iron Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,16,,,,,,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:35/Iron@50:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,35/Iron,50,Rad,50
Northern Cobalt Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,8,8,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:40/Cobalt@40:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,40/Cobalt,40,Rad,45
Northern Cobalt Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,8,8,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:40/Cobalt@40:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,40/Cobalt,40,Rad,50
Apex Dezokhite Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,12,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:50/Dezokhite@50:45,Imb. Cassiterite Necklace,,30/Cassiterite,50,50/Dezokhite,50,Rad,45
Apex Dezokhite Flawless Cassiterite Necklace,50,Any,5 Mythic,Necklace,,,,12,,,,,,,,,,,,,,,,,,,,,12,12,16,,,,,,,,Crafted,,,Tinkerer,30/Cassiterite@50:50/Dezokhite@50:50,Imb. Cassiterite Necklace,,30/Cassiterite,50,50/Dezokhite,50,Rad,50
Northern Copper Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,8,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:01/Copper@40:05,Imb. Euclase Necklace,,40/Euclase,40,01/Copper,40,Rad,05
Northern Copper Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,24,,,8,,,,,,,,,,,,,,,,,,,,,4,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:01/Copper@40:15,Imb. Euclase Necklace,,40/Euclase,40,01/Copper,40,Rad,15
Northern Copper Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,24,,,8,,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:01/Copper@40:25,Imb. Euclase Necklace,,40/Euclase,40,01/Copper,40,Rad,25
Northern Copper Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,24,,,12,,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:01/Copper@40:35,Imb. Euclase Necklace,,40/Euclase,40,01/Copper,40,Rad,35
Northern Copper Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,24,,,12,,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:01/Copper@40:45,Imb. Euclase Necklace,,40/Euclase,40,01/Copper,40,Rad,45
Outlands Tin Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,4,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:05,Imb. Euclase Necklace,,40/Euclase,40,10/Tin,30,Rad,05
Outlands Tin Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,4,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:15,Imb. Euclase Necklace,,40/Euclase,40,10/Tin,30,Rad,15
Outlands Tin Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,4,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:25,Imb. Euclase Necklace,,40/Euclase,40,10/Tin,30,Rad,25
Outlands Tin Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,8,,,,,,,,,,,,,,,,,,,,,12,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:35,Imb. Euclase Necklace,,40/Euclase,40,10/Tin,30,Rad,35
Outlands Tin Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,20,,,8,,,,,,,,,,,,,,,,,,,,,12,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:10/Tin@30:45,Imb. Euclase Necklace,,40/Euclase,40,10/Tin,30,Rad,45
Northern Zink Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:05,Imb. Euclase Necklace,,40/Euclase,40,20/Zink,40,Rad,05
Northern Zink Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,4,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:15,Imb. Euclase Necklace,,40/Euclase,40,20/Zink,40,Rad,15
Northern Zink Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,4,4,,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:25,Imb. Euclase Necklace,,40/Euclase,40,20/Zink,40,Rad,25
Northern Zink Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,8,8,,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:35,Imb. Euclase Necklace,,40/Euclase,40,20/Zink,40,Rad,35
Northern Zink Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,8,,,,,,,,,,,,,,,,,,,,,,,8,16,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:20/Zink@40:45,Imb. Euclase Necklace,,40/Euclase,40,20/Zink,40,Rad,45
Highlands Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,12,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@25:35,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,25,Rad,35
Highlands Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,12,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@25:45,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,25,Rad,45
Northern Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,8,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:05,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,45,Rad,05
Northern Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,12,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:25,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,45,Rad,25
Northern Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,16,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:35,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,45,Rad,35
Northern Silver Dazzling Euclase Necklace,40,Any,5 Mythic,Necklace,,,,16,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,,Crafted,,,Tinkerer,40/Euclase@40:25/Silver@45:45,Imb. Euclase Necklace,,40/Euclase,40,25/Silver,45,Rad,45
