Skill,Recipe Name,Flux Quality,Flux Level,Waste of Flux,Trap Combo,Component 1,Component 1 Level,Component 2,Comp 2 Level,Component 3,Comp 3 Level,Product Name,Tier,Role,Item Level,Category,Slot / Type,Weight,AC,AC:Weight,Durability,Health Regen,Stam Regen,Healing,Haste,Hit,Penetration,Combat Mov.,Resilience,Positional,1H Dmg,2H Dmg,Rng Dmg,Damage %,DiceMod,Avoid,PDR,MDR,CDR,EDR,PDBR,MDBR,CDBR,EDBR,MoveD Resist,Stun Resist,Daze Resist,Conf Resist,Threat,Block,Block Value,Parry,Riposte,Other Stats,Done?,Source,Set,Notes
Armorsmith,Imb. Copper Greaves,Rad,45,TRUE,FALSE,01/Copper,40,10/Light,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,6890,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,TRUE,FALSE,01/Copper,40,10/Light,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,6890,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,25,FALSE,FALSE,01/Copper,40,15/Noble,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7060,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,35,FALSE,FALSE,01/Copper,40,15/Noble,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7115,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,45,FALSE,FALSE,01/Copper,40,15/Noble,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7175,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,FALSE,FALSE,01/Copper,40,15/Noble,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7210,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,25,FALSE,FALSE,01/Copper,40,20/Dense,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,6900,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,35,FALSE,FALSE,01/Copper,40,20/Dense,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,6955,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,45,TRUE,FALSE,01/Copper,40,20/Dense,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7010,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,TRUE,FALSE,01/Copper,40,20/Dense,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,1,31,31.0,7050,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,25,FALSE,FALSE,01/Copper,40,30/Robust,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,2,31,15.5,7070,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,35,FALSE,FALSE,01/Copper,40,30/Robust,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,2,31,15.5,7180,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,45,TRUE,FALSE,01/Copper,40,30/Robust,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,2,31,15.5,7295,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,TRUE,FALSE,01/Copper,40,30/Robust,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,2,31,15.5,7370,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,25,FALSE,FALSE,01/Copper,40,40/Thick,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,31,10.3,6730,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,35,FALSE,FALSE,01/Copper,40,40/Thick,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,6730,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,45,TRUE,FALSE,01/Copper,40,40/Thick,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,6730,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,TRUE,FALSE,01/Copper,40,40/Thick,40,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,6730,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,25,FALSE,FALSE,01/Copper,40,50/Tough,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,31,10.3,7580,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,35,FALSE,FALSE,01/Copper,40,50/Tough,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,7855,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,45,TRUE,FALSE,01/Copper,40,50/Tough,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,8145,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Copper Greaves,Rad,50,TRUE,FALSE,01/Copper,40,50/Tough,50,,,Northern Copper Greaves,,Any,50,Armor,Greaves,3,36,12.0,8330,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,01/Lean,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,7650,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,TRUE,FALSE,10/Tin,50,01/Lean,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,7925,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,TRUE,FALSE,10/Tin,50,01/Lean,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,8120,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,TRUE,FALSE,10/Tin,50,01/Lean,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,8400,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,10/Light,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7010,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,10/Light,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7285,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,FALSE,FALSE,10/Tin,50,10/Light,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7570,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,FALSE,FALSE,10/Tin,50,10/Light,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7760,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,15/Noble,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,15/Noble,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7510,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,FALSE,FALSE,10/Tin,50,15/Noble,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,7850,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,FALSE,FALSE,10/Tin,50,15/Noble,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,31,31.0,8080,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,20/Dense,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,36,18.0,7020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,20/Dense,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,36,36.0,7350,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,TRUE,FALSE,10/Tin,50,20/Dense,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,36,36.0,7690,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,TRUE,FALSE,10/Tin,50,20/Dense,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,1,36,36.0,7920,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,30/Robust,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,30/Robust,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,7575,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,TRUE,FALSE,10/Tin,50,30/Robust,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,7970,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,TRUE,FALSE,10/Tin,50,30/Robust,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,2,31,15.5,8240,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,40/Thick,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,37,12.3,6850,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,40/Thick,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,40,13.3,7125,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,FALSE,FALSE,10/Tin,50,40/Thick,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,41,13.7,7410,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,FALSE,FALSE,10/Tin,50,40/Thick,40,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,42,14.0,7500,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,25,FALSE,FALSE,10/Tin,50,50/Tough,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,37,12.3,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,35,FALSE,FALSE,10/Tin,50,50/Tough,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,40,13.3,8250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,45,FALSE,FALSE,10/Tin,50,50/Tough,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,41,13.7,8825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Tin Greaves,Rad,50,FALSE,FALSE,10/Tin,50,50/Tough,50,,,Apex Tin Greaves,,Any,50,Armor,Greaves,3,42,14.0,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,01/Lean,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7410,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,TRUE,FALSE,20/Zink,40,01/Lean,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7410,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,01/Lean,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7410,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,01/Lean,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7410,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,10/Light,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,6770,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,TRUE,FALSE,20/Zink,40,10/Light,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,6770,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,FALSE,FALSE,20/Zink,40,10/Light,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6770,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,10/Light,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6770,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,15/Noble,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6940,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,FALSE,FALSE,20/Zink,40,15/Noble,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6995,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,15/Noble,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,7050,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,15/Noble,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,7090,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,20/Dense,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,6780,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,FALSE,FALSE,20/Zink,40,20/Dense,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6835,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,20/Dense,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6890,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,20/Dense,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,2,31,15.5,6930,,,,,,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,30/Robust,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,6950,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,FALSE,FALSE,20/Zink,40,30/Robust,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7060,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,30/Robust,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7170,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,30/Robust,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,3,31,10.3,7250,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,40/Thick,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,31,7.8,6610,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,FALSE,FALSE,20/Zink,40,40/Thick,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,6610,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,40/Thick,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,6610,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,40/Thick,40,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,6610,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,25,FALSE,FALSE,20/Zink,40,50/Tough,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,31,7.8,7460,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,35,TRUE,FALSE,20/Zink,40,50/Tough,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,7735,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,45,TRUE,FALSE,20/Zink,40,50/Tough,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,8025,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Zink Greaves,Rad,50,TRUE,FALSE,20/Zink,40,50/Tough,50,,,Northern Zink Greaves,,Any,50,Armor,Greaves,4,36,9.0,8210,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,01/Lean,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,7140,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,TRUE,FALSE,25/Silver,45,01/Lean,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,7250,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,01/Lean,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,7360,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,FALSE,FALSE,25/Silver,45,01/Lean,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,7360,,,,,,,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,10/Light,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,6500,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,10/Light,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6610,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,10/Light,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6720,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,TRUE,FALSE,25/Silver,45,10/Light,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6720,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,15/Noble,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6670,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,15/Noble,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6835,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,FALSE,FALSE,25/Silver,45,15/Noble,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,7005,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,FALSE,FALSE,25/Silver,45,15/Noble,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,7040,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,20/Dense,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,20/Dense,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6675,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,20/Dense,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,FALSE,FALSE,25/Silver,45,20/Dense,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6840,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,TRUE,FALSE,25/Silver,45,20/Dense,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,6880,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,30/Robust,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,31,10.3,6680,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,30/Robust,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,6900,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,30/Robust,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,2,31,15.5,7130,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,FALSE,FALSE,25/Silver,45,30/Robust,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,1,31,31.0,7200,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,40/Thick,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,31,10.3,6340,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,40/Thick,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,36,12.0,6450,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,40/Thick,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,36,12.0,6560,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,50,TRUE,FALSE,25/Silver,45,40/Thick,40,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,36,12.0,6560,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,25,FALSE,FALSE,25/Silver,45,50/Tough,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,31,10.3,7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,35,FALSE,FALSE,25/Silver,45,50/Tough,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,36,12.0,7575,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armorsmith,Imb. Silver Greaves,Rad,45,TRUE,FALSE,25/Silver,45,50/Tough,50,,,Northern Silver Greaves,,Any,50,Armor,Greaves,3,36,12.0,7970,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
